,미국 USD,일본 JPY,유럽연합 EUR,중국 CNY,WTI,국제 금
2006-04-24,939.80,817.79,1165.73,117.26,,
2006-04-25,945.10,825.85,1170.60,117.95,,
2006-04-26,946.50,821.76,1175.36,118.08,,
2006-04-27,944.90,824.09,1176.78,117.85,,
2006-04-28,943.40,825.59,1182.74,117.72,,
2006-05-02,940.10,824.79,1181.05,117.32,,
2006-05-03,934.30,826.52,1182.64,116.60,,
2006-05-04,939.60,823.49,1183.71,117.21,,
2006-05-08,928.00,831.91,1183.01,115.88,,
2006-05-09,932.00,833.56,1180.38,116.43,,
2006-05-10,929.60,839.06,1188.96,116.16,,
2006-05-11,935.60,841.22,1191.21,116.88,,
2006-05-12,932.70,847.22,1200.85,116.53,,
2006-05-15,943.60,860.01,1218.00,117.98,,
2006-05-16,944.90,856.97,1210.79,118.14,,
2006-05-17,936.90,856.24,1206.45,117.08,,
2006-05-18,947.00,855.23,1207.05,118.29,,
2006-05-19,946.30,852.91,1212.40,118.17,,
2006-05-22,952.30,843.64,1209.99,118.81,,
2006-05-23,943.90,848.91,1212.91,117.77,,
2006-05-24,949.70,846.13,1217.14,118.45,,
2006-05-25,949.10,842.22,1214.09,118.30,,
2006-05-26,945.60,844.44,1209.61,117.91,,
2006-05-29,947.40,843.26,1207.18,118.11,,
2006-05-30,945.60,845.95,1216.51,117.78,,
2006-06-01,947.30,840.62,1209.89,118.13,,
2006-06-02,948.00,840.57,1214.29,118.23,,
2006-06-05,943.00,844.45,1220.81,117.56,,
2006-06-07,948.20,835.79,1212.84,118.30,,
2006-06-08,953.40,837.49,1218.16,118.93,,
2006-06-09,954.40,838.52,1208.08,119.11,,
2006-06-12,956.80,838.86,1208.92,119.41,,
2006-06-13,961.80,839.19,1209.66,120.12,,
2006-06-14,962.00,836.23,1210.20,120.23,,
2006-06-15,959.50,836.17,1211.46,119.97,,
2006-06-16,955.80,834.03,1209.56,119.53,,
2006-06-19,961.30,831.93,1211.81,120.20,,
2006-06-20,956.60,833.64,1204.65,119.55,,
2006-06-21,955.80,832.94,1206.79,119.50,,
2006-06-22,955.10,830.88,1209.54,119.40,,
2006-06-23,956.10,823.87,1203.25,119.53,,
2006-06-26,959.60,824.47,1203.53,119.94,,
2006-06-27,958.80,825.06,1207.90,119.88,,
2006-06-28,957.70,823.62,1204.40,119.76,,
2006-06-29,960.50,824.75,1205.14,120.09,,
2006-06-30,948.90,826.93,1205.48,118.73,,
2006-07-03,944.90,824.88,1208.53,118.23,,
2006-07-04,943.40,824.15,1209.34,118.03,,
2006-07-05,946.70,823.22,1208.75,118.43,,
2006-07-06,949.50,822.08,1210.04,118.77,,
2006-07-07,947.90,822.97,1211.23,118.64,,
2006-07-10,942.00,829.01,1205.01,117.90,,
2006-07-11,946.80,828.06,1203.38,118.50,,
2006-07-12,948.80,830.02,1212.09,118.75,,
2006-07-13,949.20,822.53,1206.81,118.77,,
2006-07-14,953.80,822.03,1207.32,119.30,,
2006-07-18,958.60,820.16,1202.08,119.83,,
2006-07-19,957.90,815.72,1197.76,119.71,,
2006-07-20,951.90,814.70,1199.01,119.11,,
2006-07-21,950.10,816.59,1203.30,118.94,,
2006-07-24,951.70,815.79,1202.85,119.23,,
2006-07-25,952.20,815.94,1205.20,119.25,,
2006-07-26,954.60,816.11,1200.89,119.52,,
2006-07-27,952.20,820.01,1212.25,119.21,,
2006-07-28,953.90,826.10,1210.79,119.63,,
2006-07-31,955.20,835.33,1218.74,119.85,,
2006-08-01,956.00,832.68,1216.89,119.95,,
2006-08-02,962.30,840.14,1233.86,120.77,,
2006-08-03,965.70,841.57,1233.10,121.12,,
2006-08-04,964.80,837.28,1234.46,121.01,,
2006-08-07,962.60,839.23,1238.87,120.82,,
2006-08-08,963.70,836.40,1236.81,120.92,,
2006-08-09,959.50,832.61,1232.09,120.33,,
2006-08-10,957.90,832.59,1235.31,120.26,,
2006-08-11,961.70,830.70,1228.76,120.68,,
2006-08-14,965.80,830.01,1232.36,121.14,,
2006-08-16,965.20,831.28,1234.30,120.88,,
2006-08-17,961.00,831.46,1235.27,120.50,,
2006-08-18,958.60,826.59,1230.55,120.20,,
2006-08-21,956.60,827.22,1232.87,120.07,,
2006-08-22,956.30,823.90,1231.81,120.06,,
2006-08-23,955.70,821.82,1224.54,119.95,,
2006-08-24,959.20,823.91,1226.05,120.35,,
2006-08-25,961.90,820.94,1227.67,120.68,,
2006-08-28,964.00,823.09,1233.82,120.93,,
2006-08-29,961.00,821.79,1232.77,120.68,,
2006-08-30,961.40,821.15,1233.48,120.82,,
2006-08-31,961.50,819.20,1234.37,120.87,,
2006-09-01,960.50,818.84,1230.40,120.77,,
2006-09-04,957.90,822.37,1231.19,120.57,,
2006-09-05,956.60,825.79,1228.18,120.51,,
2006-09-06,957.00,823.15,1226.78,120.49,,
2006-09-07,956.40,817.86,1225.24,120.45,,
2006-09-08,956.30,823.12,1217.27,120.28,,
2006-09-11,957.50,817.40,1214.21,120.49,,
2006-09-12,959.40,815.40,1220.36,120.76,,
2006-09-13,959.00,815.41,1217.64,120.70,,
2006-09-14,957.70,814.09,1215.32,120.54,,
2006-09-15,956.30,812.70,1216.51,120.44,,
2006-09-18,956.50,810.59,1212.65,120.47,,
2006-09-19,952.20,807.22,1209.96,120.03,,
2006-09-20,950.80,811.75,1205.42,119.97,,
2006-09-21,944.30,806.47,1200.21,119.23,,
2006-09-22,947.20,813.05,1212.13,119.67,,
2006-09-25,944.00,812.25,1209.74,119.30,,
2006-09-26,944.20,811.24,1203.67,119.32,,
2006-09-27,943.70,806.31,1196.89,119.43,,
2006-09-28,944.70,803.25,1202.23,119.61,,
2006-09-29,946.20,802.27,1200.44,119.77,,
2006-10-02,947.90,801.06,1200.61,119.99,,
2006-10-04,949.10,804.80,1208.77,120.14,,
2006-10-09,963.90,808.30,1213.94,121.88,,
2006-10-10,959.50,806.30,1209.26,121.42,,
2006-10-11,958.20,801.30,1201.30,121.09,,
2006-10-12,957.80,801.91,1200.70,121.16,,
2006-10-13,955.20,800.60,1200.88,120.87,,
2006-10-16,955.50,798.71,1195.52,120.90,,
2006-10-17,954.50,801.36,1195.61,120.78,,
2006-10-18,955.40,806.72,1199.12,120.77,,
2006-10-19,957.40,806.23,1201.25,121.14,,
2006-10-20,957.40,808.89,1208.81,121.19,,
2006-10-23,959.60,807.34,1208.42,121.48,,
2006-10-24,958.60,802.04,1201.89,121.37,,
2006-10-25,955.80,801.64,1200.77,121.02,,
2006-10-26,949.80,799.63,1201.78,120.38,,
2006-10-27,947.30,799.48,1200.80,120.11,,
2006-10-30,944.60,804.67,1202.29,119.95,,
2006-10-31,942.30,801.62,1198.23,119.66,,
2006-11-01,939.50,803.06,1198.43,119.35,,
2006-11-02,939.00,800.72,1197.32,119.28,,
2006-11-03,937.00,800.31,1197.39,119.06,,
2006-11-06,942.40,798.10,1197.79,119.62,,
2006-11-07,938.70,796.79,1197.78,119.15,,
2006-11-08,935.20,794.90,1195.28,118.89,,
2006-11-09,936.60,794.20,1195.29,119.08,,
2006-11-10,934.10,794.03,1200.60,118.84,,
2006-11-13,935.10,797.12,1203.29,118.97,,
2006-11-14,937.10,796.65,1201.83,119.09,,
2006-11-15,941.50,798.69,1205.78,119.74,,
2006-11-16,937.50,794.22,1202.25,119.20,,
2006-11-17,938.80,793.78,1199.79,119.29,,
2006-11-20,935.40,793.52,1201.43,118.93,,
2006-11-21,935.50,791.72,1199.03,118.88,,
2006-11-22,934.10,794.10,1201.16,118.84,,
2006-11-23,930.50,798.44,1203.69,118.46,,
2006-11-24,932.10,801.67,1209.03,118.66,,
2006-11-27,930.60,801.41,1222.16,118.67,,
2006-11-28,930.80,801.52,1222.23,118.57,,
2006-11-29,930.50,803.75,1228.82,118.69,,
2006-11-30,929.50,800.40,1224.80,118.57,,
2006-12-01,928.60,801.00,1231.97,118.60,,
2006-12-04,927.60,802.49,1235.19,118.54,,
2006-12-05,924.30,802.13,1232.74,118.14,,
2006-12-06,916.60,799.69,1221.92,117.18,,
2006-12-07,913.90,795.32,1216.22,116.83,,
2006-12-08,920.30,798.25,1222.89,117.63,,
2006-12-11,926.10,792.42,1219.49,118.33,,
2006-12-12,922.70,789.10,1223.32,117.92,,
2006-12-13,922.60,788.55,1224.84,117.90,,
2006-12-14,920.70,783.84,1217.53,117.77,,
2006-12-15,923.20,782.64,1213.92,118.06,,
2006-12-18,927.10,785.68,1214.22,118.58,,
2006-12-19,931.50,789.61,1220.27,119.03,,
2006-12-20,925.80,783.78,1225.39,118.42,,
2006-12-21,927.30,782.86,1222.92,118.58,,
2006-12-22,928.60,784.69,1225.57,118.76,,
2006-12-26,929.90,781.82,1220.77,118.91,,
2006-12-27,930.60,784.59,1225.13,119.03,,
2006-12-28,928.60,782.18,1218.97,118.82,,
2006-12-29,928.60,781.78,1224.08,118.87,,
2007-01-02,926.00,780.18,1225.65,118.59,,
2007-01-03,926.10,779.41,1229.95,118.60,,
2007-01-04,931.30,779.72,1226.34,119.26,,
2007-01-05,934.20,789.89,1222.77,119.66,,
2007-01-08,938.20,793.14,1220.60,120.13,,
2007-01-09,938.50,788.52,1223.71,120.20,,
2007-01-10,937.80,786.68,1217.83,120.11,,
2007-01-11,938.90,783.27,1217.38,120.45,,
2007-01-12,940.00,779.24,1213.73,120.59,,
2007-01-15,938.60,780.28,1213.80,120.46,,
2007-01-16,935.60,777.92,1211.98,120.15,,
2007-01-17,937.00,776.43,1211.63,120.44,,
2007-01-18,936.80,773.19,1214.00,120.41,,
2007-01-19,936.30,771.95,1216.16,120.44,,
2007-01-22,940.10,774.32,1219.22,120.91,,
2007-01-23,940.30,773.15,1217.22,120.94,,
2007-01-24,936.00,774.19,1218.86,120.43,,
2007-01-25,936.00,776.70,1213.80,120.46,,
2007-01-26,940.50,774.07,1215.69,120.96,,
2007-01-29,940.50,770.71,1213.43,120.96,,
2007-01-30,942.50,774.00,1222.05,121.19,,
2007-01-31,940.90,775.11,1219.59,121.05,,
2007-02-01,937.10,777.10,1221.32,120.68,,
2007-02-02,937.20,775.76,1219.95,120.85,,
2007-02-05,935.80,774.03,1210.55,120.57,,
2007-02-06,932.90,775.28,1205.03,120.25,,
2007-02-07,933.70,775.24,1211.48,120.52,,
2007-02-08,935.10,772.36,1217.78,120.70,,
2007-02-09,934.60,769.66,1218.44,120.64,,
2007-02-12,937.60,768.84,1221.79,120.95,,
2007-02-13,939.50,773.76,1218.91,121.15,,
2007-02-14,938.50,773.77,1223.43,121.05,,
2007-02-15,934.80,779.19,1229.26,120.62,,
2007-02-16,936.40,784.19,1229.87,120.87,,
2007-02-20,938.50,782.47,1236.66,121.24,,
2007-02-21,938.50,779.74,1233.66,121.24,,
2007-02-22,938.90,775.69,1232.87,121.29,,
2007-02-23,938.10,771.91,1230.69,121.19,,
2007-02-26,938.70,775.98,1236.92,121.27,,
2007-02-27,938.80,781.42,1236.87,121.26,,
2007-02-28,941.80,795.84,1244.12,121.73,,
2007-03-02,943.00,801.39,1242.21,121.83,,
2007-03-05,951.40,823.01,1250.52,122.92,,
2007-03-06,947.70,814.04,1241.39,122.35,,
2007-03-07,948.70,814.96,1244.98,122.59,,
2007-03-08,947.90,811.84,1248.95,122.53,,
2007-03-09,945.90,805.84,1244.05,122.23,,
2007-03-12,944.00,797.36,1238.62,121.91,,
2007-03-13,944.60,805.01,1244.32,122.03,,
2007-03-14,946.30,816.90,1249.97,122.27,,
2007-03-15,944.50,805.06,1248.91,122.05,,
2007-03-16,944.80,807.52,1256.87,122.10,,
2007-03-19,943.70,804.66,1254.93,122.00,,
2007-03-20,941.70,800.08,1252.93,121.74,,
2007-03-21,938.00,799.25,1249.23,121.30,,
2007-03-22,938.00,799.73,1255.61,121.35,,
2007-03-23,937.90,793.89,1250.88,121.32,,
2007-03-26,938.70,794.70,1245.65,121.39,,
2007-03-27,940.90,797.64,1254.41,121.67,,
2007-03-28,939.10,800.19,1253.70,121.52,,
2007-03-29,940.50,801.18,1253.22,121.75,,
2007-03-30,940.90,798.39,1255.82,121.77,,
2007-04-02,937.30,796.69,1251.39,121.33,,
2007-04-03,936.80,792.09,1252.41,121.27,,
2007-04-04,936.30,787.27,1248.84,121.10,,
2007-04-05,932.90,785.80,1247.01,120.76,64.28,674.20
2007-04-06,931.90,784.49,1250.70,120.68,,
2007-04-09,933.00,781.87,1246.58,120.84,,
2007-04-10,933.90,784.07,1253.48,120.89,61.89,676.50
2007-04-11,932.20,782.24,1252.13,120.67,62.01,676.80
2007-04-12,931.80,781.19,1255.23,120.65,63.85,675.10
2007-04-13,929.20,783.01,1256.46,120.33,63.63,685.40
2007-04-16,931.80,779.16,1262.96,120.67,63.61,690.10
2007-04-17,929.00,778.84,1258.42,120.21,63.10,688.20
2007-04-18,928.20,781.12,1262.35,120.20,63.13,689.10
2007-04-19,928.80,787.12,1261.40,120.36,61.83,684.30
2007-04-20,927.50,781.38,1264.55,120.20,64.11,692.00
2007-04-23,926.30,782.94,1258.19,120.02,65.89,690.60
2007-04-24,927.50,782.63,1258.06,120.10,,
2007-04-25,926.70,782.22,1264.76,120.07,,
2007-04-26,929.00,781.66,1267.99,120.35,65.06,674.90
2007-04-27,929.20,777.31,1263.25,120.44,66.46,678.70
2007-04-30,930.80,778.52,1266.63,120.80,65.71,680.50
2007-05-01,,,,,64.40,674.40
2007-05-02,930.00,775.65,1263.22,120.75,63.68,672.30
2007-05-03,926.90,771.20,1261.51,120.29,63.19,681.80
2007-05-04,927.60,771.33,1259.12,120.38,61.93,687.20
2007-05-07,922.40,769.50,1255.29,119.76,61.47,688.00
2007-05-08,923.00,769.94,1256.20,119.95,62.26,685.10
2007-05-09,923.50,770.74,1251.16,120.00,61.55,680.30
2007-05-10,925.10,770.47,1254.07,120.24,62.37,665.10
2007-05-11,926.80,772.85,1249.51,120.60,62.37,670.60
2007-05-14,924.10,768.35,1250.86,120.37,62.46,668.50
2007-05-15,924.20,769.21,1252.75,120.32,63.17,673.00
2007-05-16,924.00,767.82,1257.38,120.31,62.55,660.20
2007-05-17,928.10,767.53,1256.55,120.93,64.86,656.20
2007-05-18,934.10,770.46,1261.04,121.74,64.94,661.00
2007-05-21,930.20,766.92,1256.51,121.40,66.27,662.90
2007-05-22,930.40,767.02,1253.71,121.54,64.97,659.10
2007-05-23,931.40,765.26,1253.01,121.68,65.77,661.90
2007-05-24,,,,,64.18,653.00
2007-05-25,928.30,764.66,1247.26,121.32,65.20,655.10
2007-05-28,928.80,763.38,1249.98,121.44,,
2007-05-29,927.60,764.15,1246.79,121.30,63.15,657.10
2007-05-30,931.00,765.63,1251.08,121.75,63.49,653.10
2007-05-31,927.70,762.28,1246.74,121.33,64.01,661.00
2007-06-01,928.40,761.61,1248.33,121.40,65.08,671.20
2007-06-04,928.10,760.86,1247.74,121.35,66.21,670.70
2007-06-05,927.00,760.40,1251.54,121.30,65.61,669.60
2007-06-06,,,,,65.96,669.30
2007-06-07,926.80,763.87,1251.55,121.39,66.93,660.10
2007-06-08,931.00,769.36,1249.96,121.73,64.76,645.50
2007-06-11,932.50,766.42,1244.89,121.74,65.97,654.30
2007-06-12,929.50,763.39,1241.44,121.58,65.35,648.50
2007-06-13,931.50,761.65,1239.55,122.16,66.26,648.20
2007-06-14,929.90,756.63,1236.49,121.95,67.65,651.60
2007-06-15,928.70,754.67,1237.12,121.83,68.00,654.50
2007-06-18,928.30,751.42,1244.29,121.82,69.09,655.80
2007-06-19,927.70,750.63,1245.62,121.75,69.10,660.70
2007-06-20,927.80,752.84,1245.66,121.80,68.19,656.10
2007-06-21,927.00,749.09,1239.86,121.69,68.65,650.60
2007-06-22,928.50,748.91,1245.12,121.87,69.14,653.50
2007-06-25,926.60,748.28,1245.91,121.63,69.18,651.30
2007-06-26,926.30,751.07,1245.97,121.64,67.77,642.10
2007-06-27,927.70,756.13,1246.18,121.81,68.97,641.70
2007-06-28,926.90,753.33,1248.53,121.72,69.57,650.40
2007-06-29,923.80,748.74,1242.60,121.31,70.68,650.90
2007-07-02,921.70,751.30,1250.65,121.20,71.09,659.20
2007-07-03,918.00,748.96,1251.51,120.85,71.41,655.40
2007-07-04,919.90,751.74,1253.55,121.14,,
2007-07-05,922.00,750.63,1255.40,121.40,71.81,650.60
2007-07-06,919.60,746.67,1250.10,121.03,72.81,654.80
2007-07-09,920.90,744.58,1254.73,121.16,72.19,662.50
2007-07-10,920.00,746.21,1252.67,121.28,72.81,664.40
2007-07-11,919.20,757.73,1263.81,121.46,72.56,662.10
2007-07-12,918.30,752.03,1264.59,121.42,72.50,668.30
2007-07-13,916.90,748.37,1262.66,121.20,73.93,667.30
2007-07-16,918.20,753.06,1265.56,121.37,74.15,666.30
2007-07-17,,,,,74.02,665.90
2007-07-18,916.10,752.57,1265.59,121.15,75.05,673.70
2007-07-19,916.00,751.50,1264.63,121.13,75.92,678.10
2007-07-20,915.00,748.34,1263.43,120.98,75.79,684.70
2007-07-23,915.20,755.86,1265.54,121.03,74.89,681.50
2007-07-24,914.10,757.71,1263.19,120.88,73.56,684.80
2007-07-25,914.00,761.98,1262.14,120.98,75.88,673.80
2007-07-26,918.20,762.24,1259.04,121.46,74.95,662.80
2007-07-27,921.70,774.54,1263.56,121.92,77.02,660.10
2007-07-30,923.30,777.71,1260.21,122.05,76.83,664.10
2007-07-31,919.30,771.81,1259.99,121.52,78.21,666.90
2007-08-01,925.10,784.98,1263.41,122.34,76.53,663.60
2007-08-02,922.80,776.90,1260.82,121.98,76.86,664.60
2007-08-03,922.90,773.79,1264.93,121.96,75.48,672.50
2007-08-06,923.40,784.00,1275.95,122.19,72.06,671.50
2007-08-07,922.90,776.20,1274.06,122.06,72.42,670.60
2007-08-08,924.20,775.92,1268.74,122.08,72.15,674.50
2007-08-09,922.90,774.70,1271.29,122.08,71.59,661.40
2007-08-10,931.90,790.15,1275.12,123.14,71.47,670.30
2007-08-13,929.60,787.26,1270.30,122.72,71.62,669.70
2007-08-14,932.50,790.79,1268.20,123.10,72.38,668.60
2007-08-15,,,,,73.33,668.90
2007-08-16,946.30,816.41,1269.75,124.68,71.00,648.30
2007-08-17,950.40,842.55,1274.39,125.05,71.98,656.90
2007-08-20,943.00,817.30,1272.30,124.18,71.12,656.70
2007-08-21,943.50,825.46,1271.37,124.37,69.47,656.70
2007-08-22,944.20,820.83,1273.82,124.32,69.26,659.10
2007-08-23,941.60,812.92,1276.15,124.17,69.83,658.90
2007-08-24,941.70,812.09,1277.70,124.48,71.09,668.00
2007-08-27,938.60,807.54,1283.54,124.15,71.97,666.80
2007-08-28,939.70,812.96,1282.03,124.40,71.73,664.40
2007-08-29,942.10,822.79,1281.44,124.78,73.51,666.30
2007-08-30,940.50,813.79,1282.84,124.59,73.36,668.00
2007-08-31,938.30,807.42,1282.47,124.37,74.04,675.80
2007-09-03,937.40,808.94,1279.27,124.24,,
2007-09-04,939.20,812.04,1278.16,124.48,75.08,685.20
2007-09-05,938.10,810.10,1273.28,124.25,75.73,684.30
2007-09-06,939.20,813.16,1281.91,124.53,76.30,698.10
2007-09-07,938.00,814.87,1282.81,124.42,76.70,703.20
2007-09-10,939.10,830.11,1294.46,124.79,77.49,705.60
2007-09-11,936.30,824.93,1290.88,124.49,78.23,714.40
2007-09-12,932.50,817.98,1292.82,124.00,79.91,714.00
2007-09-13,931.50,814.25,1295.25,123.92,80.09,711.20
2007-09-14,928.30,804.84,1289.04,123.61,79.10,711.10
2007-09-17,928.50,807.39,1286.90,123.62,80.57,717.10
2007-09-18,930.70,810.01,1288.37,123.76,81.51,717.00
2007-09-19,926.70,800.60,1294.60,123.35,81.93,723.00
2007-09-20,923.10,797.84,1295.11,122.87,81.78,733.20
2007-09-21,921.10,801.30,1297.92,122.76,81.62,732.10
2007-09-24,,,,,80.95,732.50
2007-09-25,,,,,79.53,732.00
2007-09-26,,,,,80.30,728.60
2007-09-27,920.30,795.69,1302.22,122.57,82.88,732.70
2007-09-28,915.20,793.96,1296.84,121.89,81.66,742.80
2007-10-01,913.70,791.91,1300.47,121.75,80.24,747.20
2007-10-02,913.90,791.60,1297.28,121.78,80.05,729.80
2007-10-03,,,,,79.94,729.30
2007-10-04,916.50,786.02,1292.54,122.13,81.44,737.80
2007-10-05,916.70,786.66,1295.11,122.15,81.22,741.30
2007-10-08,914.60,780.98,1291.42,121.94,79.02,732.80
2007-10-09,918.50,783.03,1290.03,122.41,80.26,737.40
2007-10-10,916.30,781.16,1293.54,122.06,81.30,740.40
2007-10-11,917.10,781.57,1301.00,122.17,83.08,751.30
2007-10-12,918.30,782.53,1302.88,122.34,83.69,748.70
2007-10-15,916.90,779.41,1300.62,122.08,86.13,757.10
2007-10-16,917.50,784.86,1300.10,122.17,87.61,757.00
2007-10-17,918.40,788.80,1302.66,122.29,87.40,757.50
2007-10-18,917.80,787.47,1308.14,122.22,89.47,764.10
2007-10-19,915.80,794.97,1309.14,122.03,88.60,764.00
2007-10-22,917.00,804.39,1314.43,122.24,87.56,755.80
2007-10-23,918.00,801.05,1303.56,122.38,85.27,759.00
2007-10-24,917.90,803.27,1304.06,122.53,87.10,761.60
2007-10-25,916.60,803.68,1307.53,122.49,90.46,767.30
2007-10-26,909.90,795.09,1307.07,121.61,91.86,783.90
2007-10-29,907.00,793.53,1308.44,121.37,93.53,789.10
2007-10-30,907.00,792.35,1304.99,121.42,90.38,787.80
2007-10-31,900.70,784.92,1302.05,120.62,94.53,795.30
2007-11-01,903.60,782.68,1307.51,121.20,93.49,793.70
2007-11-02,907.10,790.02,1310.94,121.69,95.93,808.50
2007-11-05,908.00,793.01,1315.69,121.84,93.98,810.80
2007-11-06,907.80,792.28,1317.58,121.81,96.70,823.40
2007-11-07,906.10,796.57,1326.53,121.75,96.37,833.50
2007-11-08,908.50,806.84,1329.77,122.39,95.46,837.50
2007-11-09,906.80,805.90,1334.17,122.34,96.32,834.70
2007-11-12,911.30,826.35,1334.60,122.97,94.62,807.70
2007-11-13,918.70,834.65,1343.60,123.95,91.17,799.00
2007-11-14,913.50,820.75,1339.19,123.06,94.09,814.70
2007-11-15,915.50,823.29,1345.33,123.30,93.43,787.30
2007-11-16,917.40,833.02,1340.96,123.61,93.84,787.00
2007-11-19,919.00,832.20,1347.53,123.78,94.64,778.00
2007-11-20,922.20,836.31,1356.37,124.19,98.03,791.40
2007-11-21,928.90,852.20,1378.49,125.10,97.29,798.60
2007-11-22,933.60,858.56,1385.93,125.97,,
2007-11-23,930.60,863.27,1386.59,125.82,98.18,824.70
2007-11-26,929.30,858.08,1380.29,125.65,97.70,826.50
2007-11-27,929.30,858.87,1380.29,125.82,94.42,814.00
2007-11-28,931.40,857.01,1377.07,126.04,90.62,800.30
2007-11-29,928.70,845.81,1376.80,125.58,91.01,795.30
2007-11-30,921.10,835.46,1358.81,124.78,88.71,782.20
2007-12-03,925.00,836.73,1357.90,125.03,89.31,788.30
2007-12-04,922.50,837.11,1355.15,124.72,88.32,801.30
2007-12-05,923.30,835.94,1361.31,124.94,87.49,797.50
2007-12-06,922.10,831.77,1345.34,124.72,90.23,801.20
2007-12-07,919.20,826.10,1343.69,124.22,88.28,794.40
2007-12-10,923.60,827.23,1352.89,124.98,87.86,807.70
2007-12-11,924.00,825.74,1360.87,125.20,90.02,811.40
2007-12-12,926.50,834.31,1362.79,125.75,94.39,813.50
2007-12-13,925.00,827.52,1360.68,125.59,92.25,799.00
2007-12-14,930.10,827.86,1363.06,126.37,91.27,793.30
2007-12-17,933.60,826.19,1346.90,126.66,90.63,794.80
2007-12-18,939.40,831.18,1354.05,127.30,90.49,803.00
2007-12-19,,,,,91.24,801.10
2007-12-20,943.70,833.66,1356.10,128.13,91.06,799.20
2007-12-21,940.70,832.11,1354.14,127.86,93.31,811.60
2007-12-24,939.60,823.63,1351.14,127.88,94.13,812.80
2007-12-26,939.00,822.60,1353.76,128.10,95.97,826.00
2007-12-27,940.00,823.41,1363.94,128.54,96.62,828.60
2007-12-28,936.10,827.31,1370.45,128.06,96.00,842.70
2007-12-31,932.00,832.14,1374.23,127.60,95.98,838.00
2008-01-02,936.90,840.65,1373.50,128.43,99.62,860.00
2008-01-03,936.60,854.56,1379.61,128.65,99.18,869.10
2008-01-04,938.50,858.65,1381.94,129.04,97.91,865.70
2008-01-07,940.50,860.63,1379.71,129.37,,
2008-01-08,939.30,860.16,1383.59,129.29,,
2008-01-09,937.40,855.29,1381.17,129.03,95.67,881.70
2008-01-10,937.60,854.31,1375.83,129.08,93.71,893.60
2008-01-11,937.60,862.16,1386.99,129.15,92.69,897.70
2008-01-14,937.30,866.67,1393.77,129.16,,
2008-01-15,935.70,868.88,1393.26,129.13,,
2008-01-16,940.10,884.13,1393.42,129.81,90.84,
2008-01-17,945.60,880.45,1387.57,130.74,90.13,880.50
2008-01-18,942.80,879.64,1380.16,130.22,90.57,881.70
2008-01-21,948.50,892.71,1379.78,131.01,,
2008-01-22,954.00,900.00,1372.62,131.88,89.85,890.30
2008-01-23,952.80,895.49,1395.38,131.78,86.99,883.10
2008-01-24,949.40,893.81,1386.79,131.40,89.41,905.80
2008-01-25,946.50,879.65,1397.79,131.28,90.71,910.70
2008-01-28,949.80,892.67,1395.26,131.75,90.99,927.10
2008-01-29,944.30,884.18,1395.68,131.21,91.64,925.10
2008-01-30,944.70,886.21,1396.08,131.30,92.33,920.60
2008-01-31,943.90,885.96,1404.81,131.26,91.75,922.70
2008-02-01,944.20,887.41,1403.84,131.46,88.96,908.70
2008-02-04,942.80,882.44,1396.66,131.25,90.02,904.90
2008-02-05,941.70,881.08,1395.60,131.10,88.41,885.90
2008-02-06,,,,,87.14,900.70
2008-02-07,,,,,88.11,906.10
2008-02-08,,,,,91.77,918.40
2008-02-11,945.30,885.53,1376.92,131.57,93.59,922.90
2008-02-12,945.40,883.72,1375.56,131.58,92.78,907.40
2008-02-13,945.90,882.95,1378.08,131.65,93.27,906.50
2008-02-14,945.30,872.85,1377.77,131.57,95.46,907.40
2008-02-15,945.10,872.67,1385.33,131.63,95.50,902.80
2008-02-18,945.30,876.33,1387.70,131.84,,
2008-02-19,943.90,875.03,1388.48,131.83,100.01,926.60
2008-02-20,946.00,879.59,1392.51,132.31,100.74,934.60
2008-02-21,948.40,877.09,1396.99,132.75,98.23,946.10
2008-02-22,948.50,882.57,1404.54,132.82,98.81,944.70
2008-02-25,947.20,883.01,1404.22,132.62,99.23,937.60
2008-02-26,947.30,877.13,1403.33,132.45,100.88,946.10
2008-02-27,941.00,880.51,1416.02,131.69,99.64,958.20
2008-02-28,936.50,881.00,1414.12,131.16,102.59,967.50
2008-02-29,939.00,898.99,1428.59,131.88,101.84,975.00
2008-03-03,946.90,921.29,1441.18,133.23,102.45,984.20
2008-03-04,947.20,915.26,1438.42,133.26,99.52,966.30
2008-03-05,948.30,915.35,1439.42,133.44,104.52,988.50
2008-03-06,949.60,915.37,1452.32,133.56,105.47,977.10
2008-03-07,957.50,935.06,1476.85,134.78,105.15,974.20
2008-03-10,965.30,947.30,1485.50,135.88,107.90,971.80
2008-03-11,970.00,950.51,1488.47,136.57,108.75,976.00
2008-03-12,971.30,942.19,1491.82,136.74,109.92,980.50
2008-03-13,982.40,979.46,1529.60,138.46,110.33,993.80
2008-03-14,997.30,993.33,1557.08,140.78,110.21,999.50
2008-03-17,1029.20,1058.30,1622.53,145.35,105.68,1002.60
2008-03-18,1014.00,1042.67,1599.38,143.20,109.42,1004.30
2008-03-19,1009.10,1017.24,1584.79,142.81,104.48,945.30
2008-03-20,1010.00,1019.17,1574.09,143.20,101.84,920.00
2008-03-21,1003.10,1006.52,1548.79,142.22,,
2008-03-24,997.20,997.70,1533.69,141.39,100.86,918.70
2008-03-25,976.50,973.09,1518.26,138.51,101.22,935.00
2008-03-26,986.80,984.63,1539.41,140.27,105.90,949.20
